,ss_id,init_time,step,generation,pv_datetime,pv_hour,hour,lat,long,tilt,orientation,dlwrf,dswrf,duvrs,hcc,lcc,mcc,sde,sr,t2m,tcc,u10,u100,v10,v100
79,8558,2019-10-29 00:00:00,0 days 14:00:00,232.15199279785156,2019-10-28 14:00:00,14,32,56.0,-2.52,45.0,165.0,14980560.0,4164192.2,437304.94,0.0,0.43643188,0.105041504,0.0,8805632.0,282.3081,0.45126343,-4.062729,-5.205658,-1.0118303,-1.2551804
80,8558,2019-10-29 00:00:00,0 days 15:00:00,203.54640197753906,2019-10-28 15:00:00,15,33,56.0,-2.52,45.0,165.0,15988006.0,4739239.0,492116.38,0.0,0.25610352,0.10089111,0.0,10385408.0,282.09985,0.26617432,-3.5476227,-4.864029,-0.7627182,-1.0408125
81,8558,2019-10-29 00:00:00,0 days 16:00:00,16.193159103393555,2019-10-28 16:00:00,16,34,56.0,-2.52,45.0,165.0,16973866.0,5019245.5,519677.38,0.0,0.20626831,0.08035278,0.0,11566592.0,281.5454,0.21282959,-2.8757477,-4.609741,-0.38175964,-0.78595734
82,8558,2019-10-29 00:00:00,0 days 17:00:00,0.0,2019-10-28 17:00:00,17,35,56.0,-2.52,45.0,165.0,18001200.0,5044917.0,522761.2,0.0,0.5658264,0.22903442,0.0,11748352.0,281.06738,0.5789287,-2.9465027,-4.820572,-0.5027399,-1.0507545
83,8558,2019-10-29 00:00:00,0 days 18:00:00,0.0,2019-10-28 18:00:00,18,36,56.0,-2.52,45.0,165.0,19065504.0,5044879.5,522761.2,0.0,0.72650146,0.34732056,0.0,11748352.0,281.0708,0.78270906,-3.2195892,-5.152725,-0.8312397,-1.614562
84,8558,2019-10-29 00:00:00,0 days 19:00:00,0.0,2019-10-28 19:00:00,19,37,56.0,-2.52,45.0,165.0,20132294.0,5044879.5,522761.2,0.0,0.56344604,0.57839966,0.0,11748352.0,281.114,0.6759307,-3.3911285,-5.40036,-0.82528114,-1.5918303
85,8558,2019-10-29 00:00:00,0 days 20:00:00,0.0,2019-10-28 20:00:00,20,38,56.0,-2.52,45.0,165.0,21207616.0,5044879.5,522761.2,0.0,0.56521606,0.50198364,0.0,11748352.0,281.1726,0.5892809,-3.340805,-5.358856,-0.6153784,-1.1674547
86,8558,2019-10-29 00:00:00,0 days 21:00:00,0.0,2019-10-28 21:00:00,21,39,56.0,-2.52,45.0,165.0,22295600.0,5044879.5,522761.2,0.0,0.44589233,0.3725891,0.0,11747840.0,281.12598,0.51060104,-3.2743378,-5.2490234,-0.22742462,-0.61330795
87,8558,2019-10-29 00:00:00,0 days 22:00:00,0.0,2019-10-28 22:00:00,22,40,56.0,-2.52,45.0,165.0,23369264.0,5044879.5,522760.0,0.0,0.5366516,0.50723267,0.0,11747840.0,280.81982,0.62075764,-3.1064148,-5.12442,0.043876648,-0.18314934
88,8558,2019-10-29 00:00:00,0 days 23:00:00,0.0,2019-10-28 23:00:00,23,41,56.0,-2.52,45.0,165.0,24424304.0,5044879.5,522760.0,0.0,0.66970825,0.65112305,0.0,11747840.0,280.56763,0.7501899,-3.1182556,-5.07605,-0.17735672,-0.49137115
89,8558,2019-10-29 00:00:00,0 days 00:00:00,0.0,2019-10-29 00:00:00,0,42,56.0,-2.52,45.0,165.0,0.0,0.0,0.0,0.0,0.6201172,0.45196533,0.0,0.0,279.8396,0.69192505,-1.5849915,-2.3414764,-4.8804407,-6.8298798
90,8558,2019-10-29 12:00:00,0 days 01:00:00,0.0,2019-10-29 01:00:00,1,43,56.0,-2.52,45.0,165.0,1051896.2,861263.75,84583.58,0.0,0.48361206,0.09088135,0.0,1610112.0,282.53833,0.49700928,-4.1273346,-5.275696,-1.3122349,-1.5804214
91,8558,2019-10-29 12:00:00,0 days 02:00:00,0.0,2019-10-29 02:00:00,2,44,56.0,-2.52,45.0,165.0,2117209.0,1561489.1,159757.8,0.0,0.548645,0.05935669,0.0,2944256.0,282.43164,0.5546875,-3.8920746,-5.020218,-1.5371752,-1.9086046
